Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
104.0,2.1351,0.137,7.9012,1:1_0016
104.0,2.1216,0.0219,7.8727,1:1_0016
104.0,2.1027,0.1264,7.5887,1:1_0016
120.0,2.337,0.0,1.0881,1:1_0016
120.0,2.3153,0.0277,1.2834,1:1_0016
120.0,2.3323,0.0071,1.241,1:1_0016
128.0,2.3389,0.074,0.4514,1:1_0016
128.0,2.4104,0.0,0.3236,1:1_0016
128.0,2.3737,0.0819,0.3159,1:1_0016
144.0,2.3598,0.0541,0.0,1:1_0016
144.0,2.3597,0.009,0.1321,1:1_0016
144.0,2.3558,0.0,0.0,1:1_0016
24.0,0.3262,16.5581,13.6076,1:1_0017
24.0,0.2739,16.67,13.6802,1:1_0017
24.0,0.3089,16.8305,13.5158,1:1_0017
32.333,0.3189,16.6452,13.5939,1:1_0017
32.333,0.3122,16.6595,13.6888,1:1_0017
32.333,0.3421,16.6486,13.6855,1:1_0017
48.0,0.3005,16.7254,13.5278,1:1_0017
48.0,0.3363,16.8699,13.5918,1:1_0017
48.0,0.2707,16.594,13.7272,1:1_0017
55.5,0.3402,16.4847,13.7034,1:1_0017
55.5,0.3388,16.5815,13.6945,1:1_0017
55.5,0.3596,16.4956,13.6931,1:1_0017
72.0,0.373,15.7387,13.768,1:1_0017
72.0,0.3835,15.8793,13.6097,1:1_0017
72.0,0.3674,15.7999,13.7409,1:1_0017
80.0,0.4181,15.2497,13.5727,1:1_0017
80.0,0.4426,15.3995,13.4142,1:1_0017
80.0,0.4448,15.4891,13.5873,1:1_0017
96.0,0.4627,14.6406,13.5325,1:1_0017
96.0,0.4931,14.5866,13.6111,1:1_0017
96.0,0.473,14.5148,13.6912,1:1_0017
104.0,0.4883,13.8509,13.6434,1:1_0017
104.0,0.5183,14.0611,13.6227,1:1_0017
104.0,0.4992,14.0918,13.5774,1:1_0017
120.0,0.5751,12.7707,13.7722,1:1_0017
120.0,0.5501,12.8519,13.4023,1:1_0017
120.0,0.5827,12.7586,13.3617,1:1_0017
128.0,0.6362,12.0632,13.3528,1:1_0017
128.0,0.6452,12.2447,13.7118,1:1_0017
128.0,0.6356,12.1058,13.6956,1:1_0017
144.0,0.7568,10.604,13.4495,1:1_0017
144.0,0.7271,10.5346,13.3626,1:1_0017
144.0,0.7325,10.7179,13.6076,1:1_0017
24.0,0.2779,16.5181,15.7075,1:1_0018
24.0,0.2921,16.3675,15.8773,1:1_0018
24.0,0.2987,16.4998,15.7761,1:1_0018
32.333,0.4074,15.6853,15.8134,1:1_0018
32.333,0.3971,15.9664,15.8538,1:1_0018
32.333,0.3979,15.8575,15.769,1:1_0018
48.0,0.8581,13.6266,15.7437,1:1_0018
48.0,0.8775,13.5065,15.7451,1:1_0018
48.0,0.8826,13.4416,15.7455,1:1_0018
55.5,1.1702,11.2619,15.5676,1:1_0018
55.5,1.1785,11.4831,15.5317,1:1_0018
55.5,1.1585,11.1688,15.8309,1:1_0018
72.0,1.9037,3.4485,14.9969,1:1_0018
72.0,1.8941,3.4275,15.283,1:1_0018
72.0,1.9408,3.3658,15.102,1:1_0018
80.0,2.1071,0.7571,13.7245,1:1_0018
80.0,2.147,1.0393,13.5756,1:1_0018
80.0,2.1204,1.0097,13.6617,1:1_0018
96.0,2.4476,0.0,4.0901,1:1_0018
96.0,2.4771,0.0,4.1426,1:1_0018
96.0,2.4621,0.0931,4.166,1:1_0018
104.0,2.5258,0.0,0.8238,1:1_0018
104.0,2.5575,0.0,0.8077,1:1_0018
104.0,2.5033,0.1768,0.9597,1:1_0018
120.0,2.5769,0.0968,0.0741,1:1_0018
120.0,2.5566,0.0,0.0,1:1_0018
120.0,2.6142,0.0556,0.0,1:1_0018
128.0,2.5712,0.0,0.1526,1:1_0018
128.0,2.5486,0.0501,0.1087,1:1_0018
128.0,2.5696,0.0094,0.0032,1:1_0018
144.0,2.5608,0.0,0.0,1:1_0018
144.0,2.5915,0.0,0.0,1:1_0018
144.0,2.5516,0.11,0.0676,1:1_0018
24.0,0.1338,15.4224,14.7945,1:1_0019
24.0,0.1529,15.4325,14.8317,1:1_0019
24.0,0.1506,15.3396,14.9089,1:1_0019
32.333,0.1764,15.5702,14.6769,1:1_0019
32.333,0.1673,15.5534,14.7278,1:1_0019
32.333,0.1615,15.4742,15.0152,1:1_0019
48.0,0.1998,15.3194,15.0803,1:1_0019
48.0,0.143,15.5839,14.928,1:1_0019
48.0,0.1414,15.5352,14.8202,1:1_0019
55.5,0.264,15.2785,14.9488,1:1_0019
55.5,0.2544,15.2386,14.9388,1:1_0019
55.5,0.2645,15.3286,14.7627,1:1_0019
72.0,2.1373,3.6717,14.5954,1:1_0019
72.0,2.1739,3.8261,14.642,1:1_0019
72.0,2.1868,3.8653,14.6819,1:1_0019
80.0,2.9228,0.1575,5.814,1:1_0019
80.0,2.9417,0.0,5.7311,1:1_0019
80.0,2.9098,0.0633,5.7418,1:1_0019
96.0,3.2617,0.0,0.0,1:1_0019
96.0,3.2107,0.1529,0.0065,1:1_0019
96.0,3.212,0.0,0.0,1:1_0019
104.0,3.179,0.0,0.0117,1:1_0019
104.0,3.1557,0.0,0.0,1:1_0019
104.0,3.1839,0.0396,0.0306,1:1_0019
120.0,3.2184,0.0752,0.1141,1:1_0019
120.0,3.2005,0.0303,0.0512,1:1_0019
120.0,3.2033,0.0,0.0,1:1_0019
128.0,3.1842,0.0422,0.0,1:1_0019
128.0,3.1872,0.0,0.0,1:1_0019
128.0,3.2201,0.0079,0.0,1:1_0019
144.0,3.2167,0.0,0.0,1:1_0019
144.0,3.2209,0.0,0.0,1:1_0019
144.0,3.2013,0.1143,0.002,1:1_0019
24.0,0.2583,13.8379,13.1784,1:1_0020
24.0,0.2403,14.055,13.3229,1:1_0020
24.0,0.2594,13.8301,13.2117,1:1_0020
32.333,0.2389,14.0521,13.3606,1:1_0020
32.333,0.2749,13.8897,12.9689,1:1_0020
32.333,0.2185,14.1073,13.2027,1:1_0020
48.0,0.2388,14.1294,13.3693,1:1_0020
48.0,0.2543,13.9358,13.2296,1:1_0020
48.0,0.2584,14.1252,13.2851,1:1_0020
55.5,0.4027,13.8865,13.1204,1:1_0020
55.5,0.4033,13.7401,12.9858,1:1_0020
55.5,0.3457,13.6677,13.2905,1:1_0020
72.0,1.5058,11.0004,13.3395,1:1_0020
72.0,1.4782,10.9792,13.1748,1:1_0020
72.0,1.4888,10.9848,12.9844,1:1_0020
80.0,2.3451,6.7287,13.1095,1:1_0020
80.0,2.3162,6.8997,12.901,1:1_0020
80.0,2.3162,6.7385,12.9182,1:1_0020
96.0,3.2912,0.2134,8.4841,1:1_0020
96.0,3.2726,0.5218,8.4876,1:1_0020
96.0,3.3157,0.2723,8.5225,1:1_0020
104.0,3.5006,0.0,3.5822,1:1_0020
104.0,3.5587,0.0446,3.6995,1:1_0020
104.0,3.5398,0.1851,3.5553,1:1_0020
120.0,3.711,0.0,0.194,1:1_0020
120.0,3.639,0.2332,0.3526,1:1_0020
120.0,3.6565,0.125,0.3394,1:1_0020
128.0,3.7105,0.0,0.041,1:1_0020
128.0,3.662,0.0,0.1736,1:1_0020
128.0,3.6658,0.074,0.3035,1:1_0020
144.0,3.6666,0.0,0.016,1:1_0020
144.0,3.6935,0.0,0.0,1:1_0020
144.0,3.6949,0.0379,0.0,1:1_0020
24.0,0.2507,16.0791,15.6729,1:1_0021
24.0,0.285,16.0573,15.5542,1:1_0021
24.0,0.2586,16.0362,15.6898,1:1_0021
32.333,0.2729,15.9544,15.5146,1:1_0021
32.333,0.2793,16.006,15.6123,1:1_0021
32.333,0.2857,16.1323,15.7061,1:1_0021
48.0,0.2952,15.9499,15.4734,1:1_0021
48.0,0.2738,15.9982,15.45,1:1_0021
48.0,0.2664,15.9959,15.4966,1:1_0021
55.5,0.3815,12.2516,15.5717,1:1_0021
55.5,0.4373,12.1508,15.5228,1:1_0021
55.5,0.3879,12.1594,15.5953,1:1_0021
72.0,0.7541,0.0,14.4761,1:1_0021
72.0,0.7167,0.0,14.4673,1:1_0021
72.0,0.7379,0.0,14.3893,1:1_0021
80.0,0.7454,0.0,11.7397,1:1_0021
80.0,0.7705,0.0,11.6579,1:1_0021
80.0,0.7694,0.0,11.7089,1:1_0021
96.0,0.8872,0.0,5.7418,1:1_0021
96.0,0.9298,0.1238,5.6599,1:1_0021
96.0,0.9291,0.0,5.909,1:1_0021
104.0,0.9394,0.1328,3.1356,1:1_0021
104.0,1.0023,0.0591,3.0997,1:1_0021
104.0,0.9516,0.0781,3.3065,1:1_0021
120.0,1.0128,0.0045,0.6112,1:1_0021
120.0,1.0168,0.0,0.454,1:1_0021
120.0,1.0189,0.1215,0.6969,1:1_0021
128.0,1.0366,0.0287,0.2509,1:1_0021
128.0,1.0077,0.0,0.0936,1:1_0021
128.0,0.9961,0.0334,0.1945,1:1_0021
144.0,1.0378,0.0546,0.0412,1:1_0021
144.0,1.0352,0.0,0.0582,1:1_0021
144.0,1.0095,0.037,0.0837,1:1_0021
24.0,0.1651,15.9518,14.4564,1:1_0022
24.0,0.1767,15.9802,14.5969,1:1_0022
24.0,0.1648,16.0187,14.3283,1:1_0022
32.333,0.1948,15.3749,14.3534,1:1_0022
32.333,0.1709,15.6555,14.3879,1:1_0022
32.333,0.1572,15.3185,14.409,1:1_0022
48.0,0.3013,12.9695,14.4591,1:1_0022
48.0,0.2775,12.9481,14.3038,1:1_0022
48.0,0.278,12.8223,14.2726,1:1_0022
55.5,0.4041,10.6358,14.463,1:1_0022
55.5,0.3836,10.6446,14.1892,1:1_0022
55.5,0.4001,10.5846,14.428,1:1_0022
72.0,0.7215,0.7641,13.8863,1:1_0022
72.0,0.6997,0.9193,14.1051,1:1_0022
72.0,0.6866,0.7647,13.9638,1:1_0022
80.0,0.7718,0.0,12.5113,1:1_0022
80.0,0.7625,0.0087,12.5354,1:1_0022
80.0,0.7766,0.1059,12.5233,1:1_0022
96.0,0.8711,0.1025,9.1216,1:1_0022
96.0,0.8637,0.1163,9.1328,1:1_0022
96.0,0.8973,0.0429,9.1291,1:1_0022
104.0,0.9356,0.032,7.3037,1:1_0022
104.0,0.915,0.0041,7.1955,1:1_0022
104.0,0.9401,0.0,7.3034,1:1_0022
120.0,1.0391,0.0,3.0423,1:1_0022
120.0,1.0744,0.1002,3.0642,1:1_0022
120.0,1.0315,0.0,2.7371,1:1_0022
128.0,1.0813,0.0,0.7908,1:1_0022
128.0,1.0749,0.0616,0.737,1:1_0022
128.0,1.0672,0.151,0.7747,1:1_0022
144.0,1.1131,0.0,0.0547,1:1_0022
144.0,1.1176,0.0741,0.091,1:1_0022
144.0,1.0726,0.1114,0.0,1:1_0022
24.0,0.2134,13.8274,16.941,1:1_0023
24.0,0.189,13.8584,16.7873,1:1_0023
24.0,0.1847,13.9252,16.9378,1:1_0023
32.333,0.1967,13.9317,16.5016,1:1_0023
32.333,0.2058,13.8608,16.6947,1:1_0023
32.333,0.2282,13.8595,16.7588,1:1_0023
48.0,0.3084,13.2163,16.6534,1:1_0023
48.0,0.3351,13.197,16.69,1:1_0023
48.0,0.3079,13.5824,16.8435,1:1_0023
55.5,0.4127,13.0233,16.6816,1:1_0023
55.5,0.444,12.7569,16.863,1:1_0023
55.5,0.4157,12.79,16.7339,1:1_0023
72.0,0.8554,10.319,16.7502,1:1_0023
72.0,0.8382,10.4305,16.7391,1:1_0023
72.0,0.8486,10.3243,16.71,1:1_0023
80.0,1.1802,8.0002,16.7101,1:1_0023
80.0,1.1888,8.1029,16.6677,1:1_0023
80.0,1.1789,7.8644,16.5153,1:1_0023
96.0,1.9,0.0,14.5434,1:1_0023
96.0,1.9054,0.0138,14.5873,1:1_0023
96.0,1.9262,0.0,14.4116,1:1_0023
104.0,2.1015,0.0774,10.4829,1:1_0023
104.0,2.0726,0.0166,10.7214,1:1_0023
104.0,2.097,0.0284,10.7021,1:1_0023
120.0,2.4337,0.0,1.0997,1:1_0023
120.0,2.4328,0.0,0.9373,1:1_0023
120.0,2.4245,0.0056,1.0977,1:1_0023
128.0,2.4645,0.0488,0.0,1:1_0023
128.0,2.4369,0.0,0.0764,1:1_0023
128.0,2.5032,0.0782,0.0,1:1_0023
144.0,2.4648,0.0257,0.0178,1:1_0023
144.0,2.4802,0.0,0.0065,1:1_0023
144.0,2.4779,0.0826,0.0,1:1_0023
24.0,0.2227,13.7231,13.192,1:1_0024
24.0,0.2246,13.7259,13.0081,1:1_0024
24.0,0.1926,13.693,13.1609,1:1_0024
32.333,0.21,13.814,13.1338,1:1_0024
32.333,0.2028,13.7236,13.1843,1:1_0024
32.333,0.2286,13.9393,13.0948,1:1_0024
48.0,0.2427,13.557,13.158,1:1_0024
48.0,0.2341,13.3595,13.1093,1:1_0024
48.0,0.2227,13.3418,13.0808,1:1_0024
55.5,0.2412,13.3766,13.2193,1:1_0024
55.5,0.244,13.2922,12.9734,1:1_0024
55.5,0.2522,13.3581,13.2417,1:1_0024
72.0,0.2964,12.8819,13.0044,1:1_0024
72.0,0.2857,12.8477,13.3231,1:1_0024
72.0,0.3205,12.7727,12.9364,1:1_0024
80.0,0.2988,12.4615,13.1181,1:1_0024
80.0,0.3171,12.4552,13.1654,1:1_0024
80.0,0.3581,12.4623,13.2767,1:1_0024
96.0,0.4083,11.6185,13.2549,1:1_0024
96.0,0.3886,11.9115,13.186,1:1_0024
96.0,0.4158,11.6826,13.3362,1:1_0024
104.0,0.4649,10.9636,13.2852,1:1_0024
104.0,0.4422,11.1348,13.017,1:1_0024
104.0,0.4596,11.0589,13.1549,1:1_0024
120.0,0.5391,10.0674,13.3334,1:1_0024
120.0,0.5457,9.8813,13.0979,1:1_0024
120.0,0.5669,9.842,13.0931,1:1_0024
128.0,0.6193,9.0595,13.1248,1:1_0024
128.0,0.5681,9.1837,13.3227,1:1_0024
128.0,0.6141,9.2595,13.044,1:1_0024
144.0,0.7275,7.1834,13.0868,1:1_0024
144.0,0.7382,7.2879,12.9683,1:1_0024
144.0,0.6965,7.1396,13.1587,1:1_0024
24.0,0.2707,16.7052,15.4409,1:1_0025
24.0,0.2657,16.8008,15.6218,1:1_0025
24.0,0.2654,16.8115,15.5641,1:1_0025
32.333,0.7747,12.6011,15.3579,1:1_0025
32.333,0.7451,12.4966,15.3535,1:1_0025
32.333,0.7742,12.7362,15.3775,1:1_0025
48.0,2.0518,0.112,2.3187,1:1_0025
48.0,2.0436,0.0,2.474,1:1_0025
48.0,2.0445,0.0,2.358,1:1_0025
55.5,2.1245,0.0,0.0792,1:1_0025
55.5,2.1024,0.0,0.0855,1:1_0025
55.5,2.0636,0.0,0.142,1:1_0025
72.0,2.0995,0.0,0.0446,1:1_0025
72.0,2.0912,0.0013,0.0657,1:1_0025
72.0,2.0778,0.004,0.0,1:1_0025
80.0,2.0607,0.0,0.1568,1:1_0025
80.0,2.1001,0.0,0.0,1:1_0025
80.0,2.0901,0.1561,0.0,1:1_0025
96.0,2.1185,0.0352,0.0471,1:1_0025
96.0,2.0657,0.0938,0.0,1:1_0025
96.0,2.1097,0.0,0.0177,1:1_0025
104.0,2.0994,0.0,0.0405,1:1_0025
104.0,2.0871,0.0,0.1605,1:1_0025
104.0,2.1134,0.0,0.0568,1:1_0025
120.0,2.0775,0.0,0.1034,1:1_0025
120.0,2.0583,0.0927,0.0,1:1_0025
120.0,2.0882,0.041,0.0581,1:1_0025
128.0,2.0759,0.0718,0.0113,1:1_0025
128.0,2.0673,0.0,0.1381,1:1_0025
128.0,2.1259,0.0717,0.0,1:1_0025
144.0,2.1022,0.0851,0.0726,1:1_0025
144.0,2.1081,0.0363,0.0,1:1_0025
144.0,2.0802,0.0,0.034,1:1_0025
24.0,0.2934,14.3198,14.5635,1:1_0026
24.0,0.3033,14.1474,14.6327,1:1_0026
24.0,0.2858,14.1279,14.2059,1:1_0026
32.333,0.3223,14.2818,14.6252,1:1_0026
32.333,0.2666,14.3308,14.3904,1:1_0026
32.333,0.3105,14.0202,14.5302,1:1_0026
48.0,0.3101,14.1811,14.4479,1:1_0026
48.0,0.279,14.1271,14.3371,1:1_0026
48.0,0.2573,14.2712,14.5026,1:1_0026
55.5,0.3803,13.758,14.3488,1:1_0026
55.5,0.4009,13.6604,14.287,1:1_0026
55.5,0.4153,13.7168,14.5776,1:1_0026
72.0,0.9741,10.1019,14.4202,1:1_0026
72.0,0.9858,10.2672,14.4166,1:1_0026
72.0,0.9601,10.1818,14.2804,1:1_0026
80.0,1.3279,6.7583,14.3038,1:1_0026
80.0,1.3584,6.6501,14.0145,1:1_0026
80.0,1.387,6.7756,14.1054,1:1_0026
96.0,1.8792,0.7493,12.9847,1:1_0026
96.0,1.8768,1.0338,12.8475,1:1_0026
96.0,1.9133,0.9227,12.9277,1:1_0026
104.0,2.0602,0.2369,10.6261,1:1_0026
104.0,2.0411,0.3661,10.5006,1:1_0026
104.0,2.0459,0.176,10.6315,1:1_0026
120.0,2.3263,0.034,4.3867,1:1_0026
120.0,2.3032,0.0035,4.2936,1:1_0026
120.0,2.3002,0.0162,4.4524,1:1_0026
128.0,2.4335,0.0569,2.0214,1:1_0026
128.0,2.3957,0.1976,2.11,1:1_0026
128.0,2.4351,0.0,2.2227,1:1_0026
144.0,2.4801,0.0562,0.4033,1:1_0026
144.0,2.4838,0.0,0.4164,1:1_0026
144.0,2.4685,0.0427,0.6523,1:1_0026
24.0,0.2046,16.7628,13.5638,1:1_0027
24.0,0.2148,16.823,13.5712,1:1_0027
24.0,0.2166,16.8131,13.5586,1:1_0027
32.333,0.2328,16.8262,13.5196,1:1_0027
32.333,0.2038,16.7548,13.5884,1:1_0027
32.333,0.2284,16.8864,13.5396,1:1_0027
48.0,0.2204,16.9105,13.605,1:1_0027
48.0,0.2377,16.8308,13.6502,1:1_0027
48.0,0.224,16.9041,13.5397,1:1_0027
55.5,0.383,15.9473,13.5645,1:1_0027
55.5,0.435,15.9834,13.5014,1:1_0027
55.5,0.3692,15.9721,13.6488,1:1_0027
72.0,2.1034,0.0,5.5298,1:1_0027
72.0,2.1017,0.0,5.7517,1:1_0027
72.0,2.1729,0.0,5.5218,1:1_0027
80.0,2.2972,0.0,0.1299,1:1_0027
80.0,2.2736,0.0,0.0,1:1_0027
80.0,2.2944,0.0,0.0,1:1_0027
96.0,2.2752,0.0,0.0397,1:1_0027
96.0,2.2435,0.0,0.0759,1:1_0027
96.0,2.2853,0.059,0.0,1:1_0027
104.0,2.3026,0.0925,0.0446,1:1_0027
104.0,2.2978,0.075,0.0,1:1_0027
104.0,2.2523,0.042,0.0546,1:1_0027
120.0,2.301,0.0,0.0,1:1_0027
120.0,2.2884,0.0,0.0,1:1_0027
120.0,2.2867,0.0,0.0,1:1_0027
128.0,2.3063,0.1825,0.0,1:1_0027
128.0,2.2726,0.0043,0.1781,1:1_0027
128.0,2.2694,0.0,0.1549,1:1_0027
144.0,2.2717,0.0722,0.0,1:1_0027
144.0,2.2758,0.0,0.0,1:1_0027
144.0,2.296,0.0,0.0,1:1_0027
24.0,0.2736,16.168,15.8132,1:1_0028
24.0,0.2543,16.3972,15.7895,1:1_0028
24.0,0.2698,16.3644,15.8131,1:1_0028
32.333,0.2464,16.2083,15.7939,1:1_0028
32.333,0.2677,16.2643,15.843,1:1_0028
32.333,0.2282,16.1444,16.0338,1:1_0028
48.0,0.3502,15.8302,15.9553,1:1_0028
48.0,0.3594,15.9655,15.7984,1:1_0028
48.0,0.3474,15.8907,15.674,1:1_0028
55.5,0.4711,15.52,15.988,1:1_0028
55.5,0.4745,15.257,15.7935,1:1_0028
55.5,0.5276,15.5771,15.7218,1:1_0028
72.0,0.929,13.4488,15.6201,1:1_0028
72.0,0.9102,13.5322,15.5683,1:1_0028
72.0,0.8942,13.524,15.7147,1:1_0028
80.0,1.2444,11.4575,15.7729,1:1_0028
80.0,1.2129,11.7432,15.5299,1:1_0028
80.0,1.2147,11.6207,15.8679,1:1_0028
96.0,2.092,3.4142,15.2864,1:1_0028
96.0,2.0652,3.3089,15.1635,1:1_0028
96.0,2.0601,3.3981,15.1723,1:1_0028
104.0,2.4547,0.0,11.7669,1:1_0028
104.0,2.4385,0.1407,11.7696,1:1_0028
104.0,2.473,0.0,11.7429,1:1_0028
120.0,2.7977,0.0,0.0,1:1_0028
120.0,2.8028,0.0,0.0,1:1_0028
120.0,2.7705,0.0,0.0629,1:1_0028
128.0,2.7854,0.0,0.1791,1:1_0028
128.0,2.8046,0.0321,0.0642,1:1_0028
128.0,2.8306,0.0,0.0,1:1_0028
144.0,2.785,0.2446,0.0,1:1_0028
144.0,2.7964,0.0,0.0,1:1_0028
144.0,2.8444,0.2422,0.0,1:1_0028
24.0,0.1698,14.9956,16.0175,1:1_0029
24.0,0.212,14.9513,15.8035,1:1_0029
24.0,0.1933,15.0713,16.0058,1:1_0029
32.333,0.2261,15.0789,15.7388,1:1_0029
32.333,0.1785,15.0867,15.7375,1:1_0029
32.333,0.2006,15.0638,15.7582,1:1_0029
48.0,0.3387,14.4968,15.9171,1:1_0029
48.0,0.3805,14.5669,15.8741,1:1_0029
48.0,0.3443,14.3992,15.8157,1:1_0029
55.5,0.5105,13.995,15.6512,1:1_0029
55.5,0.4866,14.0818,15.8691,1:1_0029
55.5,0.474,14.1969,15.8583,1:1_0029
72.0,1.073,11.1134,15.7907,1:1_0029
72.0,1.0507,11.2857,15.9278,1:1_0029
72.0,1.0817,11.1311,15.7271,1:1_0029
80.0,1.5016,7.8436,15.8078,1:1_0029
80.0,1.4433,7.7239,15.8113,1:1_0029
80.0,1.4599,7.729,15.8335,1:1_0029
96.0,2.3016,0.139,14.0794,1:1_0029
96.0,2.2594,0.0888,14.2174,1:1_0029
96.0,2.2524,0.0034,14.1352,1:1_0029
104.0,2.4062,0.0,11.9262,1:1_0029
104.0,2.4227,0.121,11.9859,1:1_0029
104.0,2.4295,0.0,12.1005,1:1_0029
120.0,2.6912,0.3271,6.6335,1:1_0029
120.0,2.6666,0.0419,6.7925,1:1_0029
120.0,2.7194,0.0,6.8432,1:1_0029
128.0,2.8511,0.0705,3.6137,1:1_0029
128.0,2.856,0.1229,3.7697,1:1_0029
128.0,2.832,0.0226,3.7019,1:1_0029
144.0,3.0055,0.0031,0.0,1:1_0029
144.0,2.9717,0.0,0.0222,1:1_0029
144.0,2.9921,0.0215,0.0501,1:1_0029
24.0,0.2871,15.0702,15.398,1:1_0030
24.0,0.2214,14.9694,15.571,1:1_0030
24.0,0.2252,15.1771,15.6495,1:1_0030
32.333,0.2612,14.9134,15.6905,1:1_0030
32.333,0.2441,14.9543,15.6794,1:1_0030
32.333,0.2191,15.1423,15.6365,1:1_0030
48.0,0.2773,14.8751,15.526,1:1_0030
48.0,0.2284,15.0076,15.6249,1:1_0030
48.0,0.2424,14.8812,15.4916,1:1_0030
55.5,0.2885,14.8137,15.5488,1:1_0030
55.5,0.3205,14.8521,15.7444,1:1_0030
55.5,0.2788,14.8848,15.6118,1:1_0030
72.0,0.4364,14.3704,15.5989,1:1_0030
72.0,0.4853,14.1523,15.5959,1:1_0030
72.0,0.453,14.3511,15.6435,1:1_0030
80.0,0.6123,13.8315,15.7236,1:1_0030
80.0,0.6203,13.5535,15.5384,1:1_0030
80.0,0.5849,13.7685,15.6251,1:1_0030
96.0,0.9499,11.8504,15.4415,1:1_0030
96.0,0.9766,11.7038,15.6438,1:1_0030
96.0,0.9852,12.0601,15.6757,1:1_0030
104.0,1.1995,10.4991,15.4348,1:1_0030
104.0,1.1887,10.4506,15.3587,1:1_0030
104.0,1.2072,10.3152,15.5847,1:1_0030
120.0,1.6753,6.3286,15.5036,1:1_0030
120.0,1.7248,6.2869,15.4248,1:1_0030
120.0,1.6919,6.1518,15.5423,1:1_0030
128.0,1.9235,4.2009,15.3544,1:1_0030
128.0,1.9064,3.8964,15.4378,1:1_0030
128.0,1.9194,3.9487,15.5253,1:1_0030
144.0,2.1638,0.9371,14.9416,1:1_0030
144.0,2.1759,0.807,15.1304,1:1_0030
144.0,2.1598,0.8683,14.8127,1:1_0030
24.0,0.2968,16.8203,15.47,1:1_0031
24.0,0.3182,16.6189,15.751,1:1_0031
24.0,0.2916,16.5774,15.4781,1:1_0031
32.333,0.3161,16.5136,15.5272,1:1_0031
32.333,0.2666,16.675,15.525,1:1_0031
32.333,0.2799,16.7595,15.4443,1:1_0031
48.0,0.3256,16.5808,15.7352,1:1_0031
48.0,0.3246,16.5501,15.4833,1:1_0031
48.0,0.3217,16.6247,15.5581,1:1_0031
55.5,0.573,15.9403,15.5804,1:1_0031
55.5,0.5666,16.0961,15.5553,1:1_0031
55.5,0.5417,15.8413,15.4656,1:1_0031
72.0,2.5945,1.2317,15.3491,1:1_0031
72.0,2.6089,1.1268,15.318,1:1_0031
72.0,2.5919,1.1751,15.4848,1:1_0031
80.0,2.98,0.029,10.9132,1:1_0031
80.0,2.9319,0.0,10.7704,1:1_0031
80.0,2.9436,0.0301,10.6231,1:1_0031
96.0,3.5087,0.1058,0.0272,1:1_0031
96.0,3.4578,0.0,0.0565,1:1_0031
96.0,3.4953,0.0,0.1243,1:1_0031
104.0,3.4976,0.0,0.0995,1:1_0031
104.0,3.4814,0.0,0.0358,1:1_0031
104.0,3.5305,0.1624,0.036,1:1_0031
120.0,3.5042,0.0791,0.0,1:1_0031
120.0,3.5078,0.0,0.0318,1:1_0031
120.0,3.4904,0.0501,0.0118,1:1_0031
128.0,3.4334,0.0179,0.0642,1:1_0031
128.0,3.5038,0.0,0.1642,1:1_0031
128.0,3.5011,0.0438,0.1044,1:1_0031
144.0,3.5022,0.0,0.0,1:1_0031
144.0,3.4854,0.0761,0.0,1:1_0031
144.0,3.5109,0.0149,0.1288,1:1_0031
24.0,0.31,13.7563,14.3497,1:1_0032
24.0,0.3014,13.7875,14.5747,1:1_0032
24.0,0.3097,13.6738,14.3802,1:1_0032
32.333,0.4414,13.1428,14.3819,1:1_0032
32.333,0.4091,13.2841,14.2489,1:1_0032
32.333,0.4216,13.1642,14.5621,1:1_0032
48.0,0.9001,10.7581,14.1886,1:1_0032
48.0,0.9418,10.5435,14.1434,1:1_0032
48.0,0.9632,10.8838,14.1331,1:1_0032
55.5,1.2356,8.6192,14.178,1:1_0032
55.5,1.2733,8.6513,14.0394,1:1_0032
55.5,1.2522,8.5427,13.9901,1:1_0032
72.0,1.9105,1.8021,12.5701,1:1_0032
72.0,1.9222,1.99,12.5398,1:1_0032
72.0,1.8828,1.8543,12.6126,1:1_0032
80.0,2.1829,0.5372,9.4822,1:1_0032
80.0,2.2126,0.3834,9.5393,1:1_0032
80.0,2.1783,0.3794,9.467,1:1_0032
96.0,2.5586,0.0,0.5708,1:1_0032
96.0,2.5751,0.0453,0.6205,1:1_0032
96.0,2.5581,0.0,0.5786,1:1_0032
104.0,2.5771,0.0,0.0,1:1_0032
104.0,2.5433,0.0,0.1238,1:1_0032
104.0,2.5618,0.2522,0.1557,1:1_0032
120.0,2.6041,0.0795,0.1859,1:1_0032
120.0,2.5622,0.0,0.0,1:1_0032
120.0,2.5891,0.0152,0.0281,1:1_0032
128.0,2.6044,0.0382,0.0799,1:1_0032
128.0,2.5592,0.0,0.1615,1:1_0032
128.0,2.58,0.0,0.0,1:1_0032
144.0,2.565,0.0,0.0,1:1_0032
144.0,2.548,0.0,0.0,1:1_0032
144.0,2.6001,0.0293,0.0265,1:1_0032
24.0,0.2884,14.0637,15.5789,1:1_0033
24.0,0.291,14.1412,15.6035,1:1_0033
24.0,0.3021,14.0103,15.6013,1:1_0033
32.333,0.3127,14.1855,15.6238,1:1_0033
32.333,0.2857,14.1141,15.3851,1:1_0033
32.333,0.2618,14.0935,15.624,1:1_0033
48.0,0.2849,14.2115,15.6275,1:1_0033
48.0,0.2588,14.1311,15.627,1:1_0033
