Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
96.0,0.9142,13.66,8.0967,2:1_0016
104.0,1.0248,12.4823,8.2118,2:1_0016
104.0,1.0473,12.4052,8.0755,2:1_0016
104.0,1.0534,12.4731,8.1769,2:1_0016
120.0,1.3811,9.3678,8.0202,2:1_0016
120.0,1.4164,9.4174,7.9716,2:1_0016
120.0,1.3621,9.0638,8.0401,2:1_0016
128.0,1.5364,7.7315,7.9514,2:1_0016
128.0,1.5096,7.5139,8.1615,2:1_0016
128.0,1.4832,7.719,7.9318,2:1_0016
144.0,1.7226,3.9322,7.6092,2:1_0016
144.0,1.7544,3.7985,7.7043,2:1_0016
144.0,1.7593,4.112,7.7582,2:1_0016
24.0,0.3005,18.0971,10.7171,2:1_0017
24.0,0.3132,18.0711,10.6534,2:1_0017
24.0,0.3194,18.2332,10.589,2:1_0017
32.333,0.3162,18.2181,10.5363,2:1_0017
32.333,0.3355,18.1775,10.5271,2:1_0017
32.333,0.2956,18.1659,10.5822,2:1_0017
48.0,0.3329,18.1472,10.6675,2:1_0017
48.0,0.3008,18.1736,10.7688,2:1_0017
48.0,0.3148,18.1206,10.5508,2:1_0017
55.5,0.3923,18.1249,10.5,2:1_0017
55.5,0.3917,17.8126,10.5953,2:1_0017
55.5,0.3979,17.8259,10.5919,2:1_0017
72.0,0.7834,16.8103,10.6646,2:1_0017
72.0,0.7581,16.8262,10.5707,2:1_0017
72.0,0.7918,16.5661,10.6017,2:1_0017
80.0,1.0665,15.761,10.6332,2:1_0017
80.0,1.0683,15.6636,10.7499,2:1_0017
80.0,1.0569,15.4857,10.4651,2:1_0017
96.0,1.8166,11.0064,10.5673,2:1_0017
96.0,1.7916,11.0022,10.6139,2:1_0017
96.0,1.8129,10.8732,10.4165,2:1_0017
104.0,2.1871,7.0442,10.409,2:1_0017
104.0,2.2368,6.9526,10.5962,2:1_0017
104.0,2.2235,7.2781,10.577,2:1_0017
120.0,2.7716,0.9009,10.0091,2:1_0017
120.0,2.7542,0.8501,9.9532,2:1_0017
120.0,2.7403,0.66,10.0855,2:1_0017
128.0,2.8377,0.2422,8.8191,2:1_0017
128.0,2.8874,0.0,8.6617,2:1_0017
128.0,2.9054,0.0808,8.5933,2:1_0017
144.0,3.1516,0.0686,4.6568,2:1_0017
144.0,3.1442,0.1143,4.5334,2:1_0017
144.0,3.158,0.0142,4.5903,2:1_0017
24.0,0.3094,18.0858,8.5289,2:1_0018
24.0,0.3434,18.0183,8.494,2:1_0018
24.0,0.2864,18.1281,8.5888,2:1_0018
32.333,0.3393,18.1671,8.6123,2:1_0018
32.333,0.3363,18.1248,8.6099,2:1_0018
32.333,0.2829,17.9538,8.4071,2:1_0018
48.0,0.4489,17.5546,8.4623,2:1_0018
48.0,0.4237,17.5085,8.5627,2:1_0018
48.0,0.3809,17.5152,8.5445,2:1_0018
55.5,0.9009,15.0871,8.4692,2:1_0018
55.5,0.9484,14.993,8.4634,2:1_0018
55.5,0.9058,15.0501,8.5087,2:1_0018
72.0,2.4966,0.0828,0.0,2:1_0018
72.0,2.4607,0.0422,0.1163,2:1_0018
72.0,2.4813,0.0,0.0,2:1_0018
80.0,2.4178,0.0,0.0,2:1_0018
80.0,2.485,0.152,0.096,2:1_0018
80.0,2.4795,0.0,0.0,2:1_0018
96.0,2.4348,0.0,0.0,2:1_0018
96.0,2.4448,0.0167,0.0135,2:1_0018
96.0,2.4411,0.0569,0.0,2:1_0018
104.0,2.4551,0.0,0.1089,2:1_0018
104.0,2.4553,0.0679,0.0,2:1_0018
104.0,2.4584,0.0572,0.0,2:1_0018
120.0,2.4783,0.0,0.0211,2:1_0018
120.0,2.4906,0.0955,0.0,2:1_0018
120.0,2.4513,0.1233,0.0,2:1_0018
128.0,2.4477,0.0,0.057,2:1_0018
128.0,2.4242,0.0626,0.0,2:1_0018
128.0,2.4547,0.0,0.06,2:1_0018
144.0,2.4545,0.144,0.0989,2:1_0018
144.0,2.439,0.1365,0.0319,2:1_0018
144.0,2.4583,0.0848,0.0,2:1_0018
24.0,0.241,21.4463,9.0801,2:1_0019
24.0,0.2172,21.2957,8.7775,2:1_0019
24.0,0.2049,21.3668,8.907,2:1_0019
32.333,0.303,20.9322,9.1101,2:1_0019
32.333,0.3247,20.8139,9.103,2:1_0019
32.333,0.3103,21.0751,8.9495,2:1_0019
48.0,0.7717,18.7276,8.8328,2:1_0019
48.0,0.7486,18.5389,8.954,2:1_0019
48.0,0.8225,18.4827,8.8375,2:1_0019
55.5,1.1197,15.8496,9.0064,2:1_0019
55.5,1.1243,15.8285,9.1518,2:1_0019
55.5,1.1391,15.8585,9.1461,2:1_0019
72.0,2.1111,2.9541,8.771,2:1_0019
72.0,2.1145,2.8483,8.8318,2:1_0019
72.0,2.1294,3.0118,8.8427,2:1_0019
80.0,2.3176,0.0,8.1451,2:1_0019
80.0,2.3236,0.0,8.2626,2:1_0019
80.0,2.2877,0.0,8.1365,2:1_0019
96.0,2.4614,0.0778,5.4203,2:1_0019
96.0,2.4403,0.0109,5.3325,2:1_0019
96.0,2.4542,0.0069,5.3137,2:1_0019
104.0,2.5011,0.0,4.1901,2:1_0019
104.0,2.514,0.0,4.1864,2:1_0019
104.0,2.507,0.0,4.0046,2:1_0019
120.0,2.5816,0.0,2.0261,2:1_0019
120.0,2.6294,0.0371,2.3095,2:1_0019
120.0,2.5999,0.0579,2.0178,2:1_0019
128.0,2.6213,0.0,1.472,2:1_0019
128.0,2.6237,0.0351,1.4416,2:1_0019
128.0,2.6186,0.0,1.3431,2:1_0019
144.0,2.6812,0.0,0.6005,2:1_0019
144.0,2.6564,0.1063,0.3688,2:1_0019
144.0,2.6656,0.0,0.6066,2:1_0019
24.0,0.276,18.3617,10.299,2:1_0020
24.0,0.2388,18.3155,10.0776,2:1_0020
24.0,0.2718,18.4797,10.0476,2:1_0020
32.333,0.6271,17.0706,10.1653,2:1_0020
32.333,0.5611,17.1415,10.05,2:1_0020
32.333,0.5824,17.0515,9.9524,2:1_0020
48.0,2.161,1.8523,9.7262,2:1_0020
48.0,2.1433,1.7892,9.4029,2:1_0020
48.0,2.1829,1.587,9.6902,2:1_0020
55.5,2.561,0.098,0.0,2:1_0020
55.5,2.5461,0.0,0.0,2:1_0020
55.5,2.5689,0.0367,0.0123,2:1_0020
72.0,2.5752,0.0,0.072,2:1_0020
72.0,2.5263,0.1478,0.0544,2:1_0020
72.0,2.5692,0.0,0.2182,2:1_0020
80.0,2.5899,0.043,0.1175,2:1_0020
80.0,2.5439,0.0,0.0796,2:1_0020
80.0,2.5315,0.131,0.1048,2:1_0020
96.0,2.5546,0.0179,0.0989,2:1_0020
96.0,2.5554,0.0,0.0,2:1_0020
96.0,2.5691,0.0366,0.2756,2:1_0020
104.0,2.548,0.0302,0.0326,2:1_0020
104.0,2.5629,0.0,0.0,2:1_0020
104.0,2.5665,0.0,0.079,2:1_0020
120.0,2.5519,0.0402,0.1151,2:1_0020
120.0,2.5454,0.0,0.0,2:1_0020
120.0,2.5334,0.0,0.0,2:1_0020
128.0,2.5539,0.1021,0.0,2:1_0020
128.0,2.5517,0.1128,0.0,2:1_0020
128.0,2.5607,0.1598,0.0,2:1_0020
144.0,2.5554,0.1163,0.0,2:1_0020
144.0,2.5777,0.0634,0.1769,2:1_0020
144.0,2.5616,0.1853,0.03,2:1_0020
24.0,0.2977,18.4979,9.3283,2:1_0021
24.0,0.2569,18.7074,9.3345,2:1_0021
24.0,0.3106,18.5602,9.4344,2:1_0021
32.333,0.3903,18.0696,9.4382,2:1_0021
32.333,0.3891,18.3453,9.3219,2:1_0021
32.333,0.3658,18.2973,9.5591,2:1_0021
48.0,0.6891,16.6288,9.3705,2:1_0021
48.0,0.6807,16.7921,9.2942,2:1_0021
48.0,0.7204,16.7736,9.5026,2:1_0021
55.5,0.88,15.254,9.516,2:1_0021
55.5,0.9141,15.2831,9.3664,2:1_0021
55.5,0.9334,15.414,9.4335,2:1_0021
72.0,1.5745,10.0858,9.4347,2:1_0021
72.0,1.5675,10.0535,9.3802,2:1_0021
72.0,1.5789,9.9675,9.2907,2:1_0021
80.0,1.9026,6.0885,9.1289,2:1_0021
80.0,1.866,5.8589,9.1454,2:1_0021
80.0,1.8964,6.0376,9.3206,2:1_0021
96.0,2.2991,0.6406,8.0133,2:1_0021
96.0,2.3636,0.6034,7.8268,2:1_0021
96.0,2.3411,0.7191,7.7942,2:1_0021
104.0,2.4678,0.1636,5.9318,2:1_0021
104.0,2.4066,0.0479,5.895,2:1_0021
104.0,2.4857,0.0687,5.9119,2:1_0021
120.0,2.6467,0.0332,1.9143,2:1_0021
120.0,2.6426,0.0271,1.8528,2:1_0021
120.0,2.6066,0.0675,1.9659,2:1_0021
128.0,2.7089,0.0,0.8906,2:1_0021
128.0,2.7212,0.0,0.9838,2:1_0021
128.0,2.6754,0.0169,0.9004,2:1_0021
144.0,2.7577,0.0,0.0864,2:1_0021
144.0,2.7097,0.0,0.1929,2:1_0021
144.0,2.7017,0.0,0.2284,2:1_0021
24.0,0.2836,21.8987,10.9825,2:1_0022
24.0,0.2524,21.7758,10.8414,2:1_0022
24.0,0.2423,21.8461,10.9705,2:1_0022
32.333,0.3559,21.6089,10.915,2:1_0022
32.333,0.344,21.297,11.1565,2:1_0022
32.333,0.3319,21.5521,10.8894,2:1_0022
48.0,0.6778,20.1292,10.803,2:1_0022
48.0,0.6369,20.2689,10.9821,2:1_0022
48.0,0.6682,20.1981,11.0099,2:1_0022
55.5,0.9406,18.8643,11.0246,2:1_0022
55.5,0.9257,18.8765,10.9603,2:1_0022
55.5,0.9921,18.8788,10.8828,2:1_0022
72.0,1.7327,12.9197,10.8659,2:1_0022
72.0,1.7503,12.6935,11.0095,2:1_0022
72.0,1.7612,12.7151,10.8607,2:1_0022
80.0,2.1325,7.7063,10.8784,2:1_0022
80.0,2.1427,7.7974,10.6849,2:1_0022
80.0,2.1452,7.9123,10.9078,2:1_0022
96.0,2.5889,0.8078,10.4578,2:1_0022
96.0,2.626,0.6706,10.5907,2:1_0022
96.0,2.6389,0.7797,10.516,2:1_0022
104.0,2.7081,0.0281,9.5906,2:1_0022
104.0,2.6961,0.3334,9.5196,2:1_0022
104.0,2.7252,0.1114,9.6357,2:1_0022
120.0,2.8743,0.2044,6.9847,2:1_0022
120.0,2.8732,0.0,6.8895,2:1_0022
120.0,2.8228,0.0,6.999,2:1_0022
128.0,2.9238,0.173,5.8251,2:1_0022
128.0,2.9169,0.0,5.7357,2:1_0022
128.0,2.9449,0.0444,5.6902,2:1_0022
144.0,3.0421,0.0,3.2703,2:1_0022
144.0,3.0301,0.0,3.4199,2:1_0022
144.0,3.0285,0.0,3.181,2:1_0022
24.0,0.2943,20.4441,10.4746,2:1_0023
24.0,0.2482,20.3881,10.1954,2:1_0023
24.0,0.295,20.2994,10.3305,2:1_0023
32.333,0.2396,20.3581,10.3521,2:1_0023
32.333,0.3034,20.4477,10.3275,2:1_0023
32.333,0.2337,20.1334,10.2763,2:1_0023
48.0,0.2404,20.3966,10.3644,2:1_0023
48.0,0.2673,20.2669,10.3941,2:1_0023
48.0,0.2386,20.3529,10.462,2:1_0023
55.5,0.2926,19.5955,10.1684,2:1_0023
55.5,0.2588,19.5838,10.4708,2:1_0023
55.5,0.2952,19.7656,10.2218,2:1_0023
72.0,0.425,15.9457,10.3458,2:1_0023
72.0,0.4269,15.8257,10.3614,2:1_0023
72.0,0.4413,15.8972,10.3492,2:1_0023
80.0,0.5257,13.3729,10.2216,2:1_0023
80.0,0.512,13.2946,10.1866,2:1_0023
80.0,0.529,13.1998,10.3337,2:1_0023
96.0,0.7331,6.8399,10.1358,2:1_0023
96.0,0.7335,6.8129,10.1313,2:1_0023
96.0,0.7598,6.8556,9.9418,2:1_0023
104.0,0.8161,3.6186,9.6828,2:1_0023
104.0,0.8421,3.8732,9.6536,2:1_0023
104.0,0.8441,3.694,9.8322,2:1_0023
120.0,0.9373,0.4528,7.3987,2:1_0023
120.0,0.9398,0.4996,7.4331,2:1_0023
120.0,0.9554,0.437,7.4729,2:1_0023
128.0,0.9889,0.2106,5.0156,2:1_0023
128.0,1.0106,0.0724,4.9748,2:1_0023
128.0,0.993,0.1408,4.9285,2:1_0023
144.0,1.1444,0.0,0.4435,2:1_0023
144.0,1.079,0.0,0.6375,2:1_0023
144.0,1.0658,0.0,0.6037,2:1_0023
24.0,0.2845,20.3056,10.0121,2:1_0024
24.0,0.2831,20.5421,9.9346,2:1_0024
24.0,0.2221,20.6874,10.0285,2:1_0024
32.333,0.6052,19.7424,9.965,2:1_0024
32.333,0.5249,19.6167,10.0406,2:1_0024
32.333,0.5839,19.5518,10.0621,2:1_0024
48.0,2.2326,8.8244,9.9595,2:1_0024
48.0,2.2379,8.7547,10.0778,2:1_0024
48.0,2.2127,8.4188,9.9665,2:1_0024
55.5,2.9922,0.0,7.4492,2:1_0024
55.5,2.9854,0.0,7.6096,2:1_0024
55.5,2.9512,0.0,7.713,2:1_0024
72.0,3.3915,0.0,0.0,2:1_0024
72.0,3.3952,0.0,0.0,2:1_0024
72.0,3.3661,0.0,0.1972,2:1_0024
80.0,3.3883,0.079,0.0,2:1_0024
80.0,3.389,0.0,0.1346,2:1_0024
80.0,3.4027,0.0,0.0,2:1_0024
96.0,3.4168,0.0,0.0311,2:1_0024
96.0,3.406,0.0,0.0155,2:1_0024
96.0,3.4053,0.0,0.0842,2:1_0024
104.0,3.4012,0.0,0.0105,2:1_0024
104.0,3.4094,0.2316,0.061,2:1_0024
104.0,3.4115,0.0194,0.1902,2:1_0024
120.0,3.366,0.0,0.0153,2:1_0024
120.0,3.4085,0.0,0.0,2:1_0024
120.0,3.3917,0.0744,0.0429,2:1_0024
128.0,3.3591,0.0,0.0,2:1_0024
128.0,3.4101,0.0375,0.0,2:1_0024
128.0,3.3982,0.0,0.205,2:1_0024
144.0,3.4068,0.0786,0.1377,2:1_0024
144.0,3.4156,0.0032,0.0,2:1_0024
144.0,3.4211,0.0027,0.0,2:1_0024
24.0,0.1989,18.1946,10.696,2:1_0025
24.0,0.2204,18.2871,10.4411,2:1_0025
24.0,0.2253,18.1719,10.4565,2:1_0025
32.333,0.2419,18.0734,10.7167,2:1_0025
32.333,0.2451,17.9763,10.4288,2:1_0025
32.333,0.2365,17.9197,10.4584,2:1_0025
48.0,0.3494,17.6751,10.5986,2:1_0025
48.0,0.3395,17.4703,10.3573,2:1_0025
48.0,0.3539,17.6586,10.4023,2:1_0025
55.5,0.4813,17.5274,10.5168,2:1_0025
55.5,0.4468,17.418,10.3973,2:1_0025
55.5,0.4627,17.5296,10.3249,2:1_0025
72.0,0.7427,16.4049,10.4771,2:1_0025
72.0,0.7801,16.5701,10.4715,2:1_0025
72.0,0.7337,16.3372,10.4481,2:1_0025
80.0,0.9228,15.5161,10.6935,2:1_0025
80.0,0.9722,15.5444,10.2566,2:1_0025
80.0,0.9039,15.5719,10.6592,2:1_0025
96.0,1.4815,12.2064,10.5834,2:1_0025
96.0,1.4855,12.3507,10.2625,2:1_0025
96.0,1.4773,12.4144,10.5009,2:1_0025
104.0,1.816,9.4675,10.4052,2:1_0025
104.0,1.8251,9.3969,10.3178,2:1_0025
104.0,1.7874,9.4662,10.2336,2:1_0025
120.0,2.5918,0.1479,9.7855,2:1_0025
120.0,2.5348,0.25,9.8338,2:1_0025
120.0,2.5859,0.1673,9.7866,2:1_0025
128.0,2.8209,0.0523,6.4027,2:1_0025
128.0,2.8287,0.0761,6.2629,2:1_0025
128.0,2.8209,0.0,6.3463,2:1_0025
144.0,3.1352,0.0969,0.1749,2:1_0025
144.0,3.1336,0.1731,0.0165,2:1_0025
144.0,3.1611,0.0198,0.0,2:1_0025
24.0,0.2849,20.3589,8.5315,2:1_0026
24.0,0.3306,20.2906,8.7962,2:1_0026
24.0,0.3007,20.37,8.5959,2:1_0026
32.333,0.2818,20.256,8.7117,2:1_0026
32.333,0.3235,20.3731,8.6191,2:1_0026
32.333,0.2987,20.3217,8.674,2:1_0026
48.0,0.2967,20.4061,8.6371,2:1_0026
48.0,0.2901,20.428,8.756,2:1_0026
48.0,0.3226,20.4733,8.5731,2:1_0026
55.5,0.3808,19.9541,8.582,2:1_0026
55.5,0.3593,19.9748,8.6725,2:1_0026
55.5,0.3629,20.0035,8.9466,2:1_0026
72.0,0.776,17.8919,8.6468,2:1_0026
72.0,0.8018,17.5763,8.7249,2:1_0026
72.0,0.7817,17.8609,8.8228,2:1_0026
80.0,1.1256,15.4894,8.5846,2:1_0026
80.0,1.1094,15.252,8.5999,2:1_0026
80.0,1.1593,15.2144,8.5852,2:1_0026
96.0,2.0331,5.5306,8.0122,2:1_0026
96.0,2.0254,5.538,8.1387,2:1_0026
96.0,2.0345,5.4421,8.044,2:1_0026
104.0,2.3605,0.4433,6.0668,2:1_0026
104.0,2.3245,0.4693,5.952,2:1_0026
104.0,2.3645,0.5855,6.1045,2:1_0026
120.0,2.5373,0.0,0.0,2:1_0026
120.0,2.5294,0.052,0.0,2:1_0026
120.0,2.5323,0.1623,0.0184,2:1_0026
128.0,2.5147,0.0,0.0,2:1_0026
128.0,2.5346,0.1648,0.0,2:1_0026
128.0,2.5066,0.0,0.0921,2:1_0026
144.0,2.5699,0.0448,0.0,2:1_0026
144.0,2.5353,0.1789,0.0,2:1_0026
144.0,2.5386,0.0241,0.0,2:1_0026
24.0,0.2311,20.9237,11.0811,2:1_0027
24.0,0.216,21.09,11.0578,2:1_0027
24.0,0.2519,20.8334,11.1831,2:1_0027
32.333,0.3798,19.2604,11.0196,2:1_0027
32.333,0.3356,19.2922,11.1185,2:1_0027
32.333,0.3433,19.2521,11.2818,2:1_0027
48.0,0.8628,10.2013,11.0336,2:1_0027
48.0,0.8838,10.4046,11.1433,2:1_0027
48.0,0.8738,10.2345,10.7603,2:1_0027
55.5,1.159,2.9954,10.4531,2:1_0027
55.5,1.1461,2.9812,10.6489,2:1_0027
55.5,1.1728,3.0643,10.6329,2:1_0027
72.0,1.6014,0.2181,1.729,2:1_0027
72.0,1.593,0.0,1.4738,2:1_0027
72.0,1.6098,0.0,1.6124,2:1_0027
80.0,1.6151,0.0227,0.0,2:1_0027
80.0,1.592,0.0,0.211,2:1_0027
80.0,1.6044,0.1613,0.0235,2:1_0027
96.0,1.5994,0.0254,0.068,2:1_0027
96.0,1.6245,0.0151,0.1604,2:1_0027
96.0,1.6226,0.0,0.0,2:1_0027
104.0,1.6462,0.0,0.0,2:1_0027
104.0,1.6418,0.2054,0.0251,2:1_0027
104.0,1.618,0.0,0.0,2:1_0027
120.0,1.6136,0.0,0.0911,2:1_0027
120.0,1.619,0.1359,0.0,2:1_0027
120.0,1.6134,0.1278,0.0022,2:1_0027
128.0,1.6182,0.0034,0.1467,2:1_0027
128.0,1.6269,0.1249,0.0,2:1_0027
128.0,1.6425,0.0238,0.0883,2:1_0027
144.0,1.6401,0.0,0.0072,2:1_0027
144.0,1.6399,0.1116,0.1253,2:1_0027
144.0,1.6228,0.154,0.0,2:1_0027
24.0,0.2759,20.2307,10.8819,2:1_0028
24.0,0.3032,20.3246,10.8582,2:1_0028
24.0,0.27,20.2777,10.9073,2:1_0028
32.333,0.2993,20.14,11.0887,2:1_0028
32.333,0.2771,20.2182,10.9458,2:1_0028
32.333,0.2961,20.152,10.801,2:1_0028
48.0,0.7659,17.3386,10.7923,2:1_0028
48.0,0.8281,17.2034,10.9499,2:1_0028
48.0,0.7768,17.2595,10.9592,2:1_0028
55.5,1.1532,13.4782,10.6944,2:1_0028
55.5,1.1765,13.3874,10.6697,2:1_0028
55.5,1.1522,13.4745,10.7595,2:1_0028
72.0,2.2586,0.0759,6.2964,2:1_0028
72.0,2.2592,0.3051,6.353,2:1_0028
72.0,2.3135,0.0,6.2762,2:1_0028
80.0,2.4993,0.0,0.0,2:1_0028
80.0,2.584,0.0,0.0,2:1_0028
80.0,2.495,0.0534,0.0,2:1_0028
96.0,2.5425,0.0,0.0,2:1_0028
96.0,2.4872,0.0,0.0,2:1_0028
96.0,2.5121,0.0,0.0971,2:1_0028
104.0,2.5676,0.0339,0.0,2:1_0028
104.0,2.5254,0.0,0.0889,2:1_0028
104.0,2.5299,0.0,0.1098,2:1_0028
120.0,2.5434,0.1495,0.0,2:1_0028
120.0,2.5301,0.0,0.0,2:1_0028
120.0,2.532,0.0,0.0342,2:1_0028
128.0,2.5275,0.0,0.1397,2:1_0028
128.0,2.5194,0.0133,0.0,2:1_0028
128.0,2.5345,0.0,0.0957,2:1_0028
144.0,2.4979,0.0431,0.0,2:1_0028
144.0,2.5364,0.0,0.0399,2:1_0028
144.0,2.5121,0.0,0.0,2:1_0028
24.0,0.2913,19.9983,8.3938,2:1_0029
24.0,0.3234,20.0013,8.2775,2:1_0029
24.0,0.3045,20.1094,8.2807,2:1_0029
32.333,0.3321,19.8661,8.1567,2:1_0029
32.333,0.312,20.051,8.4773,2:1_0029
32.333,0.2704,19.9984,8.2295,2:1_0029
48.0,0.3113,20.175,8.3249,2:1_0029
48.0,0.2744,20.1551,8.3879,2:1_0029
48.0,0.3118,19.8399,8.2221,2:1_0029
55.5,0.3719,19.9764,8.0583,2:1_0029
55.5,0.3471,19.9865,8.3855,2:1_0029
55.5,0.3711,19.9916,8.2809,2:1_0029
72.0,0.6495,19.214,8.2728,2:1_0029
72.0,0.6058,19.2717,8.0996,2:1_0029
72.0,0.6447,19.1556,8.2618,2:1_0029
80.0,0.8078,18.5479,8.2519,2:1_0029
80.0,0.842,18.7076,8.1001,2:1_0029
80.0,0.7968,18.5007,8.1085,2:1_0029
96.0,1.3962,16.4727,8.0758,2:1_0029
96.0,1.3991,16.4667,8.0125,2:1_0029
96.0,1.3443,16.1727,8.1668,2:1_0029
104.0,1.7051,14.3179,7.9321,2:1_0029
104.0,1.6762,14.3423,8.197,2:1_0029
104.0,1.6643,14.1882,8.237,2:1_0029
120.0,2.4892,7.0472,7.7802,2:1_0029
120.0,2.5304,6.847,7.8818,2:1_0029
120.0,2.5325,7.1097,7.8658,2:1_0029
128.0,2.9281,1.6907,7.2903,2:1_0029
128.0,2.9401,1.7057,7.3775,2:1_0029
128.0,2.9621,1.6069,7.2488,2:1_0029
144.0,3.4031,0.0124,0.1503,2:1_0029
144.0,3.4106,0.0,0.0627,2:1_0029
144.0,3.4039,0.0,0.2708,2:1_0029
24.0,0.3264,20.2801,11.9697,2:1_0030
24.0,0.3165,20.1112,12.0029,2:1_0030
24.0,0.2807,20.1311,11.9749,2:1_0030
32.333,0.3356,20.0971,12.0176,2:1_0030
32.333,0.3034,20.2436,11.8408,2:1_0030
32.333,0.3219,20.1354,11.8024,2:1_0030
48.0,0.3043,20.2771,11.819,2:1_0030
48.0,0.2777,20.1848,11.7531,2:1_0030
48.0,0.3387,20.2988,12.0247,2:1_0030
55.5,0.3314,20.1116,12.0505,2:1_0030
55.5,0.3209,20.0891,11.8248,2:1_0030
55.5,0.3276,19.7658,11.9306,2:1_0030
72.0,0.4165,19.118,11.8797,2:1_0030
72.0,0.4108,19.1673,12.0246,2:1_0030
72.0,0.4012,19.2494,11.9178,2:1_0030
80.0,0.4854,18.6558,11.8114,2:1_0030
80.0,0.4868,18.7108,11.8031,2:1_0030
80.0,0.4511,18.6674,11.9586,2:1_0030
96.0,0.6351,17.4334,11.8835,2:1_0030
96.0,0.6097,17.3129,11.722,2:1_0030
96.0,0.6013,17.3078,11.8197,2:1_0030
104.0,0.6997,16.2857,11.7053,2:1_0030
104.0,0.7134,16.3399,11.7528,2:1_0030
104.0,0.6998,16.3301,11.9311,2:1_0030
120.0,0.8694,14.0488,11.6692,2:1_0030
120.0,0.8977,13.9989,11.7417,2:1_0030
120.0,0.919,13.9799,11.6745,2:1_0030
128.0,1.0025,12.6267,11.6774,2:1_0030
128.0,1.0335,12.4616,11.8053,2:1_0030
128.0,1.0169,12.5347,11.5428,2:1_0030
144.0,1.238,8.4046,11.5955,2:1_0030
144.0,1.3181,8.149,11.5383,2:1_0030
144.0,1.2492,8.2236,11.4395,2:1_0030
24.0,0.2497,20.2708,9.1714,2:1_0031
24.0,0.2632,20.2073,9.1971,2:1_0031
24.0,0.2695,20.0326,9.0965,2:1_0031
32.333,0.3113,19.6311,9.1996,2:1_0031
32.333,0.3147,19.5524,9.2139,2:1_0031
32.333,0.2796,19.807,9.2954,2:1_0031
48.0,0.3523,18.1664,9.0747,2:1_0031
48.0,0.3365,18.1653,9.2595,2:1_0031
48.0,0.3925,18.0662,9.3542,2:1_0031
55.5,0.3936,17.2897,9.2849,2:1_0031
55.5,0.3717,17.0781,9.2874,2:1_0031
55.5,0.3861,17.3339,9.2588,2:1_0031
72.0,0.4685,15.0353,9.3772,2:1_0031
72.0,0.4293,15.1111,9.2985,2:1_0031
72.0,0.4388,15.1968,9.1961,2:1_0031
80.0,0.4891,13.9241,9.1583,2:1_0031
80.0,0.5317,13.8583,8.9874,2:1_0031
80.0,0.4707,13.9554,9.1783,2:1_0031
96.0,0.5851,11.4856,9.1448,2:1_0031
96.0,0.531,11.2591,9.1735,2:1_0031
96.0,0.5334,11.3506,9.3188,2:1_0031
104.0,0.6103,10.0636,9.0457,2:1_0031
104.0,0.6071,10.0332,9.1737,2:1_0031
104.0,0.618,10.1489,9.1627,2:1_0031
120.0,0.6865,7.4041,9.1877,2:1_0031
120.0,0.6585,7.4345,9.1981,2:1_0031
120.0,0.6667,7.3212,9.0333,2:1_0031
128.0,0.7367,6.0199,9.0319,2:1_0031
128.0,0.6962,6.2302,8.9868,2:1_0031
128.0,0.7281,6.2523,9.1227,2:1_0031
144.0,0.7896,4.1598,8.8341,2:1_0031
144.0,0.7715,4.2138,8.7547,2:1_0031
144.0,0.7687,4.1315,8.828,2:1_0031
24.0,0.2422,20.0059,10.8274,2:1_0032
24.0,0.3201,20.008,10.8169,2:1_0032
24.0,0.3218,19.9794,10.7862,2:1_0032
32.333,0.3084,19.2443,10.9466,2:1_0032
32.333,0.3148,19.1815,10.9474,2:1_0032
32.333,0.358,19.2633,10.8858,2:1_0032
48.0,0.4741,16.9217,11.0895,2:1_0032
48.0,0.4566,16.9561,10.8902,2:1_0032
48.0,0.4462,16.6625,11.0549,2:1_0032
55.5,0.6008,15.1328,10.8836,2:1_0032
55.5,0.5361,15.2659,10.902,2:1_0032
55.5,0.5407,15.2102,10.7659,2:1_0032
72.0,0.8286,10.0608,10.8672,2:1_0032
72.0,0.8044,9.9325,10.9332,2:1_0032
72.0,0.8385,10.1169,10.861,2:1_0032
80.0,0.9502,7.2767,10.9349,2:1_0032
80.0,0.9498,7.1939,10.8051,2:1_0032
80.0,0.9329,7.1231,10.8843,2:1_0032
96.0,1.1442,2.0123,10.3045,2:1_0032
96.0,1.1486,2.0421,10.2975,2:1_0032
96.0,1.1867,2.1654,10.4811,2:1_0032
104.0,1.2184,0.8138,9.8373,2:1_0032
104.0,1.2296,0.9506,10.0472,2:1_0032
104.0,1.1757,1.0844,9.8123,2:1_0032
120.0,1.2716,0.1663,6.7269,2:1_0032
120.0,1.2765,0.1509,6.5573,2:1_0032
120.0,1.2622,0.1746,6.8372,2:1_0032
128.0,1.3334,0.0573,4.4826,2:1_0032
128.0,1.3454,0.0,4.3915,2:1_0032
128.0,1.3247,0.0493,4.2314,2:1_0032
144.0,1.3651,0.0003,1.2344,2:1_0032
144.0,1.3819,0.0,1.186,2:1_0032
144.0,1.3837,0.0901,1.111,2:1_0032
24.0,0.2895,18.1732,10.3461,2:1_0033
24.0,0.2836,18.1335,10.4608,2:1_0033
24.0,0.3228,18.3682,10.4137,2:1_0033
32.333,0.323,18.1616,10.2208,2:1_0033
32.333,0.2794,18.2961,10.2975,2:1_0033
32.333,0.2673,18.2669,10.3173,2:1_0033
